transaction_id,account_number,customer_id,transaction_datetime,transaction_type,amount,branch_code,region,channel,status
NTX1000041,7519578899,CUST42662,6/9/2025 8:31,Deposit,3521.85,NBR015,North,UPI,Failed
NTX1000042,7462972995,CUST81810,8/20/2025 1:11,Deposit,19001.04,NBR024,North,NEFT,Failed
NTX1000043,6322520473,CUST47450,7/8/2025 17:42,Withdrawal,15036.78,NBR011,North,RTGS,Success
NTX1000044,1918920620,CUST53369,4/11/2025 18:15,Withdrawal,3020.86,NBR002,North,UPI,Failed
NTX1000045,3987248494,CUST85456,10/11/2025 14:36,Deposit,18097.25,NBR012,North,IMPS,Failed
NTX1000046,4856070374,CUST45774,11/2/2025 2:55,Deposit,10766.72,NBR013,North,IMPS,Failed
NTX1000047,3294043548,CUST87580,5/1/2025 4:21,Deposit,16810.91,NBR003,North,Branch,Failed
NTX1000048,6412330148,CUST69598,4/9/2025 19:31,Withdrawal,17337.69,NBR009,North,NEFT,Failed
NTX1000049,9383431259,CUST18993,3/1/2025 15:24,Transfer,9408.79,NBR002,North,ATM,Success
NTX1000050,2024542722,CUST24993,5/26/2025 4:04,Deposit,16785.38,NBR015,North,Branch,Failed
NTX1000051,4518871744,CUST24168,9/26/2025 14:54,Withdrawal,3359.94,NBR019,North,Branch,Failed
NTX1000052,2043030161,CUST49529,10/16/2025 20:02,Transfer,18829.7,NBR004,North,RTGS,Success
NTX1000053,9886101513,CUST11658,9/10/2025 19:49,Withdrawal,10657.24,NBR004,North,NEFT,Failed
NTX1000054,7371573279,CUST87656,12/1/2025 18:31,Deposit,14147.64,NBR003,North,IMPS,Failed
NTX1000055,8164814926,CUST74789,6/27/2025 13:49,Deposit,15010.77,NBR016,North,UPI,Failed
NTX1000056,9633533290,CUST21221,7/8/2025 3:02,Withdrawal,6810.08,NBR016,North,RTGS,Success
NTX1000057,4405620755,CUST39045,12/13/2025 16:19,Deposit,12919.83,NBR010,North,Branch,Failed
NTX1000058,7658867789,CUST69473,12/11/2025 14:49,Withdrawal,11071.69,NBR008,North,ATM,Success
NTX1000059,1795212538,CUST73464,8/18/2025 18:36,Transfer,2395.5,NBR025,North,RTGS,Failed
NTX1000060,2549972386,CUST80010,3/15/2025 4:49,Deposit,16653.4,NBR002,North,RTGS,Failed
NTX1000061,9642614082,CUST72746,4/2/2025 22:53,Deposit,12759.2,NBR002,North,IMPS,Failed
NTX1000062,9908115095,CUST17026,3/25/2025 1:49,Transfer,16443.2,NBR010,North,ATM,Success
NTX1000063,3656086594,CUST59856,3/28/2025 6:05,Withdrawal,11163.67,NBR010,North,RTGS,Failed
NTX1000064,4275930923,CUST44687,8/11/2025 8:54,Deposit,11374.75,NBR008,North,UPI,Success
NTX1000065,7845366946,CUST40340,4/24/2025 23:36,Withdrawal,58.5,NBR023,North,NEFT,Success
NTX1000066,5010075517,CUST81376,6/19/2025 23:22,Deposit,18478.6,NBR009,North,UPI,Success
NTX1000067,6534540349,CUST49857,2/13/2025 10:15,Withdrawal,3322.63,NBR017,North,RTGS,Failed
NTX1000068,2075321966,CUST98381,11/15/2025 18:23,Transfer,1613.43,NBR019,North,ATM,Failed
NTX1000069,2194673401,CUST67132,1/30/2025 7:05,Withdrawal,15263.36,NBR003,North,NEFT,Failed
NTX1000070,4683935600,CUST74942,10/25/2025 8:24,Withdrawal,6669.5,NBR025,North,RTGS,Success
NTX1000071,8613035386,CUST10150,11/28/2025 4:39,Transfer,1765.76,NBR015,North,NEFT,Success
NTX1000072,1221670908,CUST27172,5/17/2025 14:14,Withdrawal,10371.2,NBR023,North,NEFT,Success
NTX1000073,5975196341,CUST82384,1/22/2025 0:31,Deposit,19463.07,NBR004,North,NEFT,Success
NTX1000074,6469318275,CUST71894,4/23/2025 2:50,Transfer,9970.02,NBR005,North,NEFT,Success
NTX1000075,7077131430,CUST76550,4/10/2025 9:39,Deposit,17281.22,NBR010,North,Branch,Failed
NTX1000076,7375197714,CUST81228,12/23/2025 13:05,Withdrawal,17305.89,NBR007,North,Branch,Success
NTX1000077,5482431018,CUST59968,10/6/2025 20:54,Transfer,4675.08,NBR021,North,UPI,Failed
NTX1000078,8924383984,CUST69890,1/27/2025 22:57,Deposit,2529.29,NBR014,North,Branch,Success
NTX1000079,8270110908,CUST53065,2/24/2025 11:43,Transfer,9392.46,NBR013,North,IMPS,Failed
NTX1000080,5683143581,CUST93066,1/27/2025 3:22,Deposit,12351.1,NBR015,North,UPI,Failed
NTX1000081,6554972315,CUST29080,1/22/2025 1:53,Withdrawal,924.59,NBR019,North,Branch,Success
NTX1000082,3934040683,CUST86435,5/4/2025 18:40,Withdrawal,3505.51,NBR021,North,IMPS,Failed
NTX1000083,3347621138,CUST55293,7/5/2025 22:09,Withdrawal,13338.48,NBR021,North,NEFT,Failed
NTX1000084,3075362821,CUST84963,11/29/2025 15:47,Withdrawal,16906.85,NBR023,North,IMPS,Success
NTX1000085,4431078106,CUST56179,10/16/2025 5:12,Deposit,5493.24,NBR020,North,IMPS,Success
NTX1000086,2893321208,CUST27224,3/12/2025 18:03,Withdrawal,18068.56,NBR011,North,Branch,Failed
NTX1000087,6001680218,CUST73156,5/8/2025 21:31,Withdrawal,4019.89,NBR024,North,IMPS,Success
NTX1000088,5151086814,CUST98395,12/8/2025 0:41,Transfer,19258.05,NBR012,North,ATM,Failed
NTX1000089,2595467139,CUST71797,1/11/2025 3:14,Transfer,5292.85,NBR011,North,RTGS,Success
NTX1000090,8306070814,CUST25292,2/16/2025 0:47,Deposit,12709.9,NBR010,North,NEFT,Success
NTX1000091,6964188417,CUST80804,3/12/2025 18:33,Transfer,4699.83,NBR024,North,UPI,Failed
NTX1000092,2201474778,CUST38477,3/14/2025 2:31,Deposit,16674.69,NBR012,North,ATM,Failed
NTX1000093,5158416864,CUST69600,9/19/2025 4:16,Deposit,1215.7,NBR021,North,Branch,Success
NTX1000094,3424843951,CUST82641,2/6/2025 19:55,Deposit,15736.96,NBR008,North,IMPS,Success
NTX1000095,5241397494,CUST32871,1/3/2025 1:33,Deposit,5549.11,NBR005,North,ATM,Failed
NTX1000096,2139744790,CUST65176,6/23/2025 6:09,Transfer,11779.11,NBR003,North,NEFT,Failed
NTX1000097,3163970710,CUST15683,9/21/2025 15:05,Transfer,10267.19,NBR017,North,IMPS,Failed
NTX1000098,7019900273,CUST74260,1/23/2025 16:23,Withdrawal,1221.2,NBR003,North,ATM,Failed
NTX1000099,6691628146,CUST79541,4/19/2025 0:19,Transfer,1318.32,NBR020,North,NEFT,Success
NTX1000100,6218484323,CUST39949,3/25/2025 7:31,Withdrawal,17056.59,NBR013,North,NEFT,Success
NTX1000101,9259157845,CUST21188,8/16/2025 14:10,Deposit,8538.15,NBR024,North,Branch,Failed
NTX1000102,5819946657,CUST97207,4/5/2025 17:55,Withdrawal,11129.63,NBR024,North,ATM,Failed
NTX1000103,1913706213,CUST39392,8/16/2025 12:26,Withdrawal,7036.17,NBR018,North,IMPS,Success
NTX1000104,9702693937,CUST45054,7/22/2025 20:19,Withdrawal,11484.13,NBR023,North,IMPS,Failed
NTX1000105,2721355673,CUST92991,9/13/2025 14:34,Deposit,127.09,NBR024,North,RTGS,Success
NTX1000106,6884333221,CUST84395,10/1/2025 22:28,Deposit,8399.55,NBR005,North,UPI,Success
NTX1000107,7193532615,CUST77154,3/1/2025 9:44,Withdrawal,5445.7,NBR004,North,IMPS,Failed
NTX1000108,3574081104,CUST49507,8/13/2025 14:01,Deposit,913.12,NBR025,North,IMPS,Failed
NTX1000109,2849649210,CUST79806,8/27/2025 22:21,Transfer,2404.09,NBR018,North,Branch,Failed
NTX1000110,2873548915,CUST20205,2/22/2025 11:36,Transfer,7944.44,NBR014,North,RTGS,Failed
NTX1000111,9444763362,CUST91018,11/1/2025 3:43,Transfer,5793.86,NBR012,North,ATM,Failed
NTX1000112,3250402001,CUST50668,3/19/2025 2:05,Deposit,4870.11,NBR011,North,UPI,Success
NTX1000113,8628842157,CUST94599,3/25/2025 0:45,Deposit,10614.44,NBR004,North,UPI,Failed
NTX1000114,1323639855,CUST92306,5/24/2025 15:34,Transfer,3474.11,NBR025,North,RTGS,Failed
NTX1000115,5943324387,CUST67961,8/24/2025 8:28,Withdrawal,17285.62,NBR019,North,ATM,Failed
NTX1000116,5539308214,CUST20057,2/24/2025 0:34,Deposit,6211.6,NBR020,North,RTGS,Failed
NTX1000117,5471158508,CUST84928,12/3/2025 22:28,Withdrawal,11608.69,NBR020,North,NEFT,Success
NTX1000118,8891474909,CUST21053,2/15/2025 1:19,Deposit,9013.21,NBR002,North,UPI,Failed
NTX1000119,6857897124,CUST60779,11/16/2025 23:27,Withdrawal,10483.75,NBR022,North,RTGS,Success
NTX1000120,8208584394,CUST96057,9/1/2025 16:25,Transfer,1322.91,NBR005,North,IMPS,Success
NTX1000121,8138816152,CUST21104,4/13/2025 23:38,Withdrawal,18335.35,NBR021,North,IMPS,Success
NTX1000122,2554039848,CUST33627,3/10/2025 1:12,Withdrawal,12922.27,NBR025,North,NEFT,Success
NTX1000123,4384950377,CUST80748,6/14/2025 23:07,Transfer,19999.53,NBR002,North,Branch,Failed
NTX1000124,4876877928,CUST15726,4/6/2025 10:14,Transfer,11946.94,NBR024,North,UPI,Failed
NTX1000125,6322188162,CUST71474,7/27/2025 11:28,Deposit,15049.06,NBR012,North,Branch,Failed
NTX1000126,3597009738,CUST16839,12/3/2025 4:26,Withdrawal,15389.92,NBR018,North,ATM,Success
NTX1000127,3204833223,CUST22021,7/27/2025 13:50,Deposit,1682.08,NBR015,North,IMPS,Success
NTX1000128,6307626407,CUST59140,10/30/2025 2:50,Withdrawal,1069.87,NBR004,North,Branch,Failed
NTX1000129,8858766173,CUST28191,4/17/2025 8:23,Withdrawal,2756.3,NBR015,North,RTGS,Success
NTX1000130,2817865363,CUST41147,2/27/2025 16:34,Deposit,384.98,NBR008,North,NEFT,Failed
NTX1000131,9660523876,CUST41711,2/15/2025 17:38,Withdrawal,2221.6,NBR014,North,ATM,Failed
NTX1000132,3869961166,CUST57265,6/25/2025 4:09,Transfer,11415.42,NBR018,North,RTGS,Success
NTX1000133,6898288854,CUST56805,10/12/2025 7:40,Withdrawal,17467.26,NBR008,North,Branch,Success
NTX1000134,3760786161,CUST99742,8/31/2025 3:11,Transfer,2672.52,NBR016,North,Branch,Success
NTX1000135,2965718821,CUST15741,4/9/2025 4:43,Deposit,1266.7,NBR011,North,IMPS,Failed
NTX1000136,6115750294,CUST16265,12/11/2025 17:15,Withdrawal,5070.01,NBR009,North,ATM,Failed
NTX1000137,6955593943,CUST75038,11/15/2025 4:16,Withdrawal,17790.28,NBR017,North,IMPS,Success
NTX1000138,4531928910,CUST52101,11/6/2025 2:40,Withdrawal,1583.15,NBR022,North,IMPS,Failed
NTX1000139,8257484586,CUST15551,11/21/2025 16:56,Withdrawal,12054.42,NBR020,North,NEFT,Failed
NTX1000140,3918046336,CUST28714,2/11/2025 18:24,Transfer,1505.45,NBR015,North,ATM,Success
NTX1000141,6850392220,CUST14244,2/18/2025 22:59,Transfer,4723.73,NBR015,North,IMPS,Failed
NTX1000142,7568980185,CUST95139,11/20/2025 6:24,Deposit,15262.87,NBR001,North,Branch,Success
NTX1000143,5800746936,CUST68493,12/30/2025 9:25,Transfer,10357.32,NBR010,North,Branch,Failed
NTX1000144,2941508568,CUST68341,5/26/2025 18:22,Transfer,2457.14,NBR011,North,Branch,Failed
NTX1000145,1963110410,CUST28202,2/17/2025 6:53,Withdrawal,11002.19,NBR001,North,IMPS,Failed
NTX1000146,1370292681,CUST72739,12/7/2025 8:30,Withdrawal,16074.22,NBR019,North,ATM,Success
NTX1000147,2479679716,CUST82260,8/19/2025 20:27,Deposit,12848.56,NBR025,North,UPI,Failed
NTX1000148,2306204982,CUST39552,2/10/2025 8:24,Transfer,16628.66,NBR010,North,ATM,Failed
NTX1000149,3291270703,CUST32103,5/23/2025 22:37,Transfer,12702.97,NBR005,North,UPI,Failed
NTX1000150,7772180882,CUST84991,1/30/2025 23:55,Transfer,16505.6,NBR001,North,NEFT,Failed
NTX1000151,8236980551,CUST19564,8/8/2025 23:28,Deposit,9661.48,NBR015,North,NEFT,Failed
NTX1000152,8380312396,CUST55268,12/5/2025 4:42,Deposit,4084.44,NBR025,North,IMPS,Success
NTX1000153,2931000173,CUST16632,8/21/2025 8:57,Withdrawal,4838.55,NBR020,North,NEFT,Success
NTX1000154,8392190335,CUST30885,4/27/2025 6:57,Transfer,16270.49,NBR015,North,NEFT,Failed
NTX1000155,7465834732,CUST38199,12/29/2025 4:10,Deposit,468.41,NBR002,North,IMPS,Failed
NTX1000156,5756663747,CUST44664,12/9/2025 16:06,Withdrawal,5718.54,NBR012,North,ATM,Failed
NTX1000157,7671041685,CUST76093,2/7/2025 6:02,Transfer,11407.78,NBR009,North,RTGS,Success
NTX1000158,9327720702,CUST36090,4/4/2025 16:33,Withdrawal,19501.78,NBR017,North,ATM,Success
NTX1000159,2962750929,CUST77568,1/29/2025 8:04,Transfer,2745.04,NBR011,North,UPI,Failed
NTX1000160,7712708591,CUST12180,8/6/2025 21:29,Transfer,11876.52,NBR004,North,NEFT,Failed
NTX1000161,9810503338,CUST78712,1/20/2025 9:41,Transfer,11940.21,NBR025,North,NEFT,Success
NTX1000162,1471997674,CUST51116,6/26/2025 8:41,Withdrawal,636.25,NBR023,North,UPI,Failed
NTX1000163,9857430687,CUST37176,12/10/2025 9:54,Transfer,17456.99,NBR016,North,RTGS,Failed
NTX1000164,7584730597,CUST98587,8/17/2025 11:13,Transfer,19133.93,NBR022,North,Branch,Failed
NTX1000165,7691931213,CUST49008,12/19/2025 13:39,Transfer,3849.32,NBR007,North,Branch,Failed
NTX1000166,8394492221,CUST85166,8/19/2025 20:41,Withdrawal,9598.67,NBR013,North,IMPS,Success
NTX1000167,5634396131,CUST95979,7/31/2025 12:01,Withdrawal,846.12,NBR007,North,UPI,Failed
NTX1000168,3520417815,CUST97796,7/17/2025 18:55,Deposit,2749.77,NBR021,North,UPI,Success
NTX1000169,4310415016,CUST82135,3/14/2025 23:05,Deposit,8268.96,NBR014,North,Branch,Failed
NTX1000170,6528675352,CUST17754,12/14/2025 16:01,Deposit,13012.52,NBR021,North,RTGS,Success
NTX1000171,4949801453,CUST62034,1/28/2025 3:50,Deposit,18265.03,NBR024,North,IMPS,Success
NTX1000172,6733962236,CUST94058,1/7/2025 17:57,Withdrawal,5971.35,NBR005,North,RTGS,Failed
NTX1000173,1799718923,CUST48669,7/18/2025 16:10,Deposit,3860.26,NBR006,North,RTGS,Failed
NTX1000174,3874432021,CUST28430,11/8/2025 10:39,Deposit,10308.04,NBR001,North,IMPS,Failed
NTX1000175,6710697191,CUST85088,6/21/2025 12:01,Transfer,8937.48,NBR012,North,Branch,Success
NTX1000176,5980945846,CUST50760,2/15/2025 5:42,Transfer,13357.38,NBR010,North,IMPS,Success
NTX1000177,6899673770,CUST71712,6/9/2025 13:32,Transfer,19147.42,NBR007,North,UPI,Success
NTX1000178,1481933114,CUST76255,11/22/2025 7:29,Transfer,10565.82,NBR005,North,UPI,Failed
NTX1000179,7799567490,CUST76895,11/18/2025 17:43,Deposit,2329.22,NBR015,North,UPI,Failed
NTX1000180,5388470693,CUST10395,11/29/2025 15:07,Transfer,11280.4,NBR003,North,ATM,Failed
NTX1000181,4840638976,CUST71875,9/8/2025 21:04,Withdrawal,14009.2,NBR006,North,UPI,Failed
NTX1000182,9189503254,CUST99486,9/30/2025 16:10,Transfer,19857.17,NBR005,North,Branch,Failed
NTX1000183,3271361431,CUST39188,3/28/2025 9:15,Deposit,3573.58,NBR010,North,NEFT,Failed
NTX1000184,2486744752,CUST24790,10/4/2025 4:20,Transfer,16468.09,NBR014,North,RTGS,Success
NTX1000185,5439176290,CUST16380,6/25/2025 5:56,Deposit,4125.6,NBR013,North,NEFT,Success
NTX1000186,9561946187,CUST85511,6/8/2025 5:03,Transfer,15088.94,NBR025,North,Branch,Failed
NTX1000187,6244338653,CUST17989,6/22/2025 12:11,Transfer,6038.78,NBR024,North,UPI,Failed
NTX1000188,7547518979,CUST63511,12/27/2025 21:36,Withdrawal,942.45,NBR006,North,RTGS,Failed
NTX1000189,4039019230,CUST17552,6/25/2025 11:13,Withdrawal,16987.57,NBR018,North,RTGS,Success
NTX1000190,3777580509,CUST58637,10/10/2025 20:06,Transfer,4860.96,NBR007,North,ATM,Failed
NTX1000191,4752171298,CUST87015,10/2/2025 15:29,Transfer,13475.07,NBR007,North,NEFT,Success
NTX1000192,4184611760,CUST72773,8/31/2025 10:58,Transfer,6067.24,NBR020,North,Branch,Success
NTX1000193,8625774078,CUST79946,10/16/2025 19:38,Withdrawal,18302.95,NBR009,North,IMPS,Failed
NTX1000194,8901585274,CUST58589,12/6/2025 8:00,Deposit,1976.67,NBR019,North,UPI,Success
NTX1000195,7088451458,CUST53236,1/12/2025 19:27,Transfer,5219.18,NBR008,North,NEFT,Failed
NTX1000196,8471499716,CUST56160,7/7/2025 9:06,Transfer,15268.4,NBR018,North,NEFT,Success
NTX1000197,5322385617,CUST92667,2/12/2025 18:25,Transfer,10481.27,NBR005,North,ATM,Success
NTX1000198,3095318649,CUST82305,11/29/2025 1:20,Deposit,7467.15,NBR017,North,Branch,Failed
NTX1000199,8189916797,CUST33496,7/28/2025 18:14,Deposit,347.77,NBR017,North,UPI,Success
NTX1000200,6817280229,CUST20357,5/20/2025 18:15,Withdrawal,12397.52,NBR015,North,RTGS,Success
NTX1000201,9936181631,CUST95182,6/14/2025 11:08,Deposit,6002.99,NBR013,North,NEFT,Failed
NTX1000202,1736086849,CUST66873,12/13/2025 14:47,Withdrawal,1127.02,NBR019,North,ATM,Success
NTX1000203,7337225482,CUST19744,6/17/2025 7:27,Withdrawal,4232.28,NBR018,North,RTGS,Success
NTX1000204,5129478722,CUST62205,5/11/2025 14:26,Withdrawal,18575.68,NBR006,North,RTGS,Success
NTX1000205,4177181331,CUST20279,10/11/2025 9:00,Withdrawal,13542.31,NBR002,North,ATM,Failed
NTX1000206,8617360361,CUST45825,6/19/2025 1:00,Withdrawal,16774.3,NBR016,North,UPI,Failed
NTX1000207,8132531532,CUST91083,10/1/2025 9:03,Deposit,8639.8,NBR023,North,ATM,Success
NTX1000208,3722583581,CUST51507,7/15/2025 3:09,Deposit,3088.65,NBR001,North,IMPS,Failed
NTX1000209,1374938761,CUST83005,9/20/2025 2:00,Withdrawal,15228.12,NBR004,North,ATM,Success
NTX1000210,8664105957,CUST11617,9/15/2025 17:06,Withdrawal,11086.63,NBR025,North,ATM,Success
NTX1000211,6449965466,CUST29127,5/4/2025 11:40,Withdrawal,13707.89,NBR009,North,NEFT,Failed
NTX1000212,5055403877,CUST74985,12/19/2025 14:33,Deposit,15654.42,NBR015,North,ATM,Success
NTX1000213,8998080862,CUST66441,8/10/2025 20:17,Transfer,140.31,NBR020,North,UPI,Failed
NTX1000214,7352298473,CUST62198,8/22/2025 12:01,Withdrawal,12066.21,NBR024,North,Branch,Failed
NTX1000215,8670238355,CUST83905,6/26/2025 12:40,Transfer,6521.1,NBR006,North,Branch,Success
NTX1000216,8721000527,CUST19064,12/3/2025 3:25,Withdrawal,18859.78,NBR022,North,NEFT,Success
NTX1000217,8366884200,CUST19694,8/9/2025 12:23,Transfer,4844.21,NBR016,North,RTGS,Failed
NTX1000218,1364994639,CUST96193,11/1/2025 14:20,Deposit,10875.19,NBR021,North,RTGS,Success
NTX1000219,8714753670,CUST22924,10/18/2025 23:49,Transfer,19336.39,NBR024,North,RTGS,Success
NTX1000220,5942411853,CUST73277,11/21/2025 14:32,Withdrawal,7485.52,NBR003,North,ATM,Success
NTX1000221,7369118672,CUST67431,9/11/2025 15:29,Withdrawal,6241.25,NBR011,North,ATM,Failed
NTX1000222,8942167666,CUST98754,2/2/2025 12:53,Transfer,16204.67,NBR008,North,RTGS,Success
NTX1000223,2984507492,CUST92543,4/27/2025 14:34,Transfer,6623.14,NBR022,North,NEFT,Failed
NTX1000224,7139882707,CUST38153,1/22/2025 6:10,Transfer,14749.08,NBR003,North,RTGS,Success
NTX1000225,5784400161,CUST74157,5/17/2025 3:21,Transfer,7319.03,NBR011,North,RTGS,Failed
NTX1000226,8926438617,CUST98288,10/13/2025 20:12,Withdrawal,11742.16,NBR020,North,RTGS,Success
NTX1000227,1502291736,CUST28528,4/8/2025 12:54,Withdrawal,6267.15,NBR020,North,UPI,Failed
NTX1000228,5294535887,CUST74178,11/5/2025 1:08,Deposit,3719.15,NBR011,North,NEFT,Success
NTX1000229,8099880573,CUST74451,9/19/2025 10:39,Withdrawal,19037.08,NBR016,North,UPI,Success
NTX1000230,5435391625,CUST47836,1/23/2025 11:19,Withdrawal,15918.64,NBR019,North,Branch,Failed
NTX1000231,9550822977,CUST15453,3/24/2025 10:30,Withdrawal,11456.42,NBR018,North,UPI,Failed
NTX1000232,6358107532,CUST14224,3/16/2025 13:51,Withdrawal,14721.09,NBR003,North,NEFT,Success
NTX1000233,8254773516,CUST89988,6/22/2025 12:55,Deposit,4201.51,NBR020,North,UPI,Success
NTX1000234,7581095906,CUST32069,5/31/2025 16:35,Transfer,16109.78,NBR010,North,IMPS,Failed
NTX1000235,3817053070,CUST27392,3/11/2025 8:10,Transfer,2716.1,NBR011,North,UPI,Failed
NTX1000236,7991402837,CUST19898,12/23/2025 9:54,Deposit,2847.72,NBR013,North,RTGS,Failed
NTX1000237,3499480048,CUST22208,9/26/2025 17:59,Withdrawal,9096.64,NBR021,North,Branch,Failed
NTX1000238,9453047901,CUST74843,2/16/2025 2:47,Withdrawal,15914.58,NBR011,North,RTGS,Success
NTX1000239,4273856102,CUST92074,12/20/2025 9:53,Withdrawal,15767.13,NBR001,North,ATM,Success
NTX1000240,2837384013,CUST27290,11/18/2025 8:01,Withdrawal,9133.08,NBR006,North,IMPS,Success
NTX1000241,1710924824,CUST50043,9/20/2025 11:03,Deposit,5011.53,NBR014,North,Branch,Success
NTX1000242,8215470878,CUST55032,3/11/2025 7:27,Withdrawal,26.72,NBR023,North,UPI,Failed
NTX1000243,4461558269,CUST58177,2/21/2025 13:48,Deposit,4582.79,NBR013,North,UPI,Success
NTX1000244,3791815554,CUST37925,2/19/2025 19:34,Deposit,10612.51,NBR014,North,RTGS,Failed
NTX1000245,4231729466,CUST60335,6/8/2025 4:37,Withdrawal,1738.33,NBR011,North,UPI,Success
NTX1000246,9056616444,CUST89551,7/21/2025 16:21,Transfer,12894.19,NBR013,North,IMPS,Success
NTX1000247,3550908958,CUST11581,6/24/2025 6:47,Withdrawal,9900.28,NBR005,North,NEFT,Failed
NTX1000248,1313497572,CUST11807,9/24/2025 2:02,Deposit,10929.39,NBR002,North,NEFT,Failed
NTX1000249,2727768349,CUST80471,12/31/2025 20:27,Withdrawal,15343.36,NBR003,North,IMPS,Success
NTX1000250,6698349136,CUST95175,5/28/2025 23:08,Deposit,19486.4,NBR010,North,Branch,Failed
NTX1000251,2866092821,CUST89800,6/23/2025 18:29,Transfer,1162.83,NBR024,North,Branch,Success
NTX1000252,1048750473,CUST55443,3/28/2025 23:25,Transfer,258.24,NBR009,North,UPI,Failed
NTX1000253,4865030023,CUST66272,4/3/2025 10:16,Deposit,14996.78,NBR009,North,Branch,Success
