transaction_id,account_number,customer_id,transaction_datetime,transaction_type,amount,branch_code,region,channel,status
WTX1000053,8360973129,CUST51747,10/13/2025 22:20,Withdrawal,8328.87,WBR006,West,RTGS,Failed
WTX1000054,3369976739,CUST61758,4/25/2025 12:03,Deposit,18320.87,WBR016,West,ATM,Failed
WTX1000055,6793084709,CUST52407,1/12/2025 21:38,Transfer,16591.36,WBR011,West,RTGS,Success
WTX1000056,5175074686,CUST54458,3/1/2025 22:27,Withdrawal,18203.07,WBR016,West,NEFT,Failed
WTX1000057,4920346326,CUST76150,2/28/2025 15:01,Transfer,11747.74,WBR005,West,NEFT,Failed
WTX1000058,1153873182,CUST30171,6/19/2025 18:31,Transfer,409.84,WBR001,West,RTGS,Success
WTX1000059,2508282835,CUST11083,5/13/2025 12:21,Deposit,9822.73,WBR025,West,RTGS,Success
WTX1000060,7431720575,CUST76797,12/23/2025 8:11,Transfer,1666.77,WBR019,West,UPI,Success
WTX1000061,3948649876,CUST41914,1/13/2025 1:25,Withdrawal,18348.63,WBR008,West,RTGS,Failed
WTX1000062,3862722385,CUST63469,9/29/2025 11:55,Deposit,1892.51,WBR017,West,Branch,Success
WTX1000063,8392887082,CUST26074,8/13/2025 5:16,Transfer,5673.93,WBR005,West,IMPS,Failed
WTX1000064,5065016199,CUST17008,12/27/2025 13:29,Withdrawal,8863.43,WBR018,West,UPI,Failed
WTX1000065,2104898353,CUST99510,4/29/2025 20:38,Deposit,18667.31,WBR021,West,NEFT,Success
WTX1000066,1896193337,CUST97849,5/6/2025 23:13,Withdrawal,3840.66,WBR025,West,ATM,Failed
WTX1000067,1979219501,CUST50075,9/9/2025 15:38,Deposit,6544.6,WBR006,West,UPI,Success
WTX1000068,6717314892,CUST44426,3/6/2025 4:43,Deposit,9077.17,WBR006,West,Branch,Failed
WTX1000069,5837764528,CUST33490,8/22/2025 5:23,Withdrawal,19186.11,WBR023,West,NEFT,Success
WTX1000070,4706262260,CUST36452,8/16/2025 22:05,Transfer,15894.58,WBR012,West,RTGS,Failed
WTX1000071,8260010325,CUST11986,3/31/2025 12:24,Deposit,12414.08,WBR008,West,UPI,Failed
WTX1000072,5167582087,CUST46603,2/21/2025 7:34,Transfer,15225.27,WBR006,West,IMPS,Success
WTX1000073,6093769852,CUST43746,8/10/2025 6:10,Withdrawal,15395.46,WBR008,West,ATM,Failed
WTX1000074,3934166771,CUST36622,10/2/2025 10:07,Transfer,16050.93,WBR013,West,IMPS,Success
WTX1000075,6996403106,CUST98322,3/3/2025 21:31,Deposit,810.46,WBR011,West,IMPS,Success
WTX1000076,1882816331,CUST15925,11/24/2025 15:20,Withdrawal,4579.77,WBR017,West,UPI,Success
WTX1000077,3764587613,CUST72753,1/18/2025 13:17,Deposit,18648.31,WBR002,West,NEFT,Success
WTX1000078,6905268679,CUST27960,6/16/2025 6:40,Withdrawal,2964.02,WBR006,West,ATM,Failed
WTX1000079,3619988859,CUST13517,11/23/2025 1:45,Withdrawal,2438.29,WBR009,West,RTGS,Failed
WTX1000080,4668271518,CUST22155,3/18/2025 1:11,Deposit,17473.11,WBR002,West,NEFT,Failed
WTX1000081,4100807826,CUST66221,5/21/2025 9:13,Withdrawal,434.17,WBR001,West,NEFT,Failed
WTX1000082,5678389633,CUST20254,6/16/2025 12:45,Transfer,-8157.16,WBR016,West,IMPS,Success
WTX1000083,8682129507,CUST82499,8/12/2025 13:27,Deposit,11685.12,WBR008,West,NEFT,Success
WTX1000084,7530793008,CUST24027,8/2/2025 18:39,Withdrawal,8528.27,WBR008,West,UPI,Failed
WTX1000085,1961499256,CUST52135,5/14/2025 17:28,Transfer,4955.19,WBR020,West,Branch,Failed
WTX1000086,1787201475,CUST75572,10/1/2025 14:02,Deposit,5334.56,WBR020,West,ATM,Failed
WTX1000087,8898430920,CUST77878,12/3/2025 13:18,Withdrawal,3189.09,WBR004,West,NEFT,Failed
WTX1000088,4479516948,CUST90188,10/15/2025 10:23,Deposit,15764.95,WBR007,West,NEFT,Success
WTX1000089,4569608288,CUST98985,2/7/2025 17:34,Withdrawal,13421.71,WBR008,West,Branch,Failed
WTX1000090,7685831896,CUST23603,2/21/2025 12:40,Transfer,13284.91,WBR001,West,UPI,Failed
WTX1000091,5782953078,CUST81373,12/16/2025 6:17,Deposit,13133.97,WBR020,West,RTGS,Success
WTX1000092,4350755271,CUST24222,7/19/2025 7:26,Deposit,10630.15,WBR002,West,NEFT,Failed
WTX1000093,4705813196,CUST25238,9/19/2025 14:16,Deposit,5963.82,WBR007,West,ATM,Success
WTX1000094,2234753416,CUST79961,2/26/2025 1:36,Deposit,17339.63,WBR022,West,ATM,Failed
WTX1000095,1659620330,CUST55435,12/4/2025 11:54,Deposit,17239.43,WBR019,West,RTGS,Failed
WTX1000096,5907110539,CUST20163,11/27/2025 6:41,Deposit,4060.38,WBR003,West,ATM,Failed
WTX1000097,8357225228,CUST48079,6/7/2025 23:01,Withdrawal,8426.34,WBR005,West,RTGS,Failed
WTX1000098,2683646153,CUST13394,4/18/2025 10:35,Transfer,5686.57,WBR001,West,IMPS,Success
WTX1000099,9915623527,CUST65518,9/26/2025 13:33,Withdrawal,6749.03,WBR012,West,UPI,Failed
WTX1000100,3600821154,CUST58750,10/13/2025 1:43,Deposit,15229.01,WBR001,West,ATM,Failed
WTX1000101,2772109718,CUST28094,6/22/2025 19:59,Deposit,2275.98,WBR009,West,NEFT,Failed
WTX1000102,4331060295,CUST11777,12/27/2025 9:53,Transfer,1670.86,WBR002,West,RTGS,Success
WTX1000103,8250054452,CUST46850,10/15/2025 7:36,Deposit,483.83,WBR005,West,ATM,Success
WTX1000104,9652418295,CUST22879,9/19/2025 14:07,Withdrawal,3731.54,WBR010,West,RTGS,Failed
WTX1000105,1943367479,CUST85511,12/19/2025 10:38,Withdrawal,4600.25,WBR008,West,IMPS,Failed
WTX1000106,,CUST15210,11/25/2025 10:37,Deposit,13232.82,WBR018,West,RTGS,Failed
WTX1000107,2690283481,CUST22774,1/21/2025 12:12,Withdrawal,3155.24,WBR001,West,IMPS,Failed
WTX1000108,6158839048,CUST25000,12/5/2025 21:26,Transfer,4360.44,WBR002,West,IMPS,Failed
WTX1000109,7854350505,CUST52250,10/2/2025 8:23,Deposit,141.71,WBR018,West,RTGS,Failed
WTX1000110,6879150169,CUST86921,12/10/2025 18:16,Withdrawal,3250.24,WBR014,West,IMPS,Failed
WTX1000111,7376957682,CUST32093,1/21/2025 15:43,Withdrawal,12416.38,WBR003,West,NEFT,Success
WTX1000112,6812007457,CUST84441,7/23/2025 10:20,Transfer,14436.25,WBR004,West,UPI,Success
WTX1000113,2517972844,CUST67676,4/23/2025 19:22,Transfer,55.25,WBR019,West,Branch,Failed
WTX1000114,2979141507,CUST74009,3/13/2025 0:16,Deposit,3931.19,WBR021,West,RTGS,Failed
WTX1000115,7124965092,CUST51303,2/5/2025 5:59,Withdrawal,4265.56,WBR005,West,UPI,Success
WTX1000116,2650247161,CUST67011,12/3/2025 11:30,Withdrawal,16442.21,WBR012,West,RTGS,Success
WTX1000117,2743060208,CUST74260,11/18/2025 0:57,Deposit,1154.85,WBR020,West,UPI,Failed
WTX1000118,4201017684,CUST53463,10/20/2025 7:27,Withdrawal,9035.69,WBR017,West,UPI,Success
WTX1000119,2250987332,CUST80487,7/31/2025 16:32,Deposit,291.75,WBR011,West,RTGS,Failed
WTX1000120,6073585354,CUST60206,10/13/2025 13:24,Deposit,4030.21,WBR025,West,NEFT,Success
WTX1000121,5252746834,CUST49930,6/26/2025 21:27,Transfer,2872.06,WBR013,West,UPI,Success
WTX1000122,8222577909,CUST35934,12/19/2025 14:26,Transfer,11521.96,WBR020,West,IMPS,Success
WTX1000123,8013623768,CUST38948,6/6/2025 2:23,Deposit,18871.19,WBR020,West,Branch,Failed
WTX1000124,4254157763,CUST86821,5/10/2025 21:26,Deposit,12527.23,WBR024,West,ATM,Success
WTX1000125,2022169904,CUST33542,3/2/2025 7:33,Transfer,4035.98,WBR009,West,RTGS,Failed
WTX1000126,3141001863,CUST58032,12/8/2025 9:20,Transfer,6948.04,WBR019,West,IMPS,Failed
WTX1000127,8181917916,CUST91587,1/10/2025 1:41,Transfer,19055.48,WBR009,West,NEFT,Success
WTX1000128,5995558835,CUST22625,1/21/2025 10:08,Transfer,7751.98,WBR002,West,IMPS,Success
WTX1000129,3328998913,CUST95044,9/17/2025 17:04,Transfer,10132.22,WBR004,West,NEFT,Failed
WTX1000130,5313974446,CUST32610,8/22/2025 8:47,Transfer,2925.46,WBR017,West,IMPS,Failed
WTX1000131,6369784008,CUST12633,7/15/2025 19:22,Transfer,283.78,WBR024,West,ATM,Success
WTX1000132,9033123361,CUST99038,8/29/2025 18:42,Deposit,5827.06,WBR005,West,NEFT,Success
WTX1000133,8017407743,CUST46757,4/29/2025 10:59,Transfer,13203.67,WBR018,West,ATM,Failed
WTX1000134,9852406147,CUST10884,3/8/2025 10:41,Deposit,18046.2,WBR008,West,IMPS,Failed
WTX1000135,9528211273,CUST81206,4/2/2025 11:01,Withdrawal,3282.09,WBR018,West,ATM,Success
WTX1000136,9178467756,CUST35153,12/3/2025 10:15,Deposit,19685.18,WBR021,West,UPI,Failed
WTX1000137,5382287438,CUST47142,11/30/2025 12:27,Deposit,5542.62,WBR019,West,Branch,Success
WTX1000138,9513506498,CUST57079,12/17/2025 7:18,Withdrawal,5673.04,WBR002,West,RTGS,Failed
WTX1000139,8877116788,CUST13330,5/16/2025 19:56,Transfer,4316.59,WBR006,West,Branch,Success
WTX1000140,8063032293,CUST68914,3/12/2025 15:52,Withdrawal,6382.74,WBR012,West,RTGS,Failed
WTX1000141,7408109889,CUST47747,9/30/2025 4:56,Transfer,12453.9,WBR005,West,NEFT,Success
WTX1000142,1727229010,CUST98769,12/25/2025 19:43,Transfer,481.1,WBR020,West,NEFT,Success
WTX1000143,2812609862,CUST83724,7/24/2025 6:26,Withdrawal,17272.99,WBR023,West,ATM,Success
WTX1000144,8864476759,CUST94529,4/12/2025 1:12,Deposit,19218.43,WBR017,West,IMPS,Failed
WTX1000145,1716410182,CUST69140,7/5/2025 17:26,Withdrawal,18384.3,WBR015,West,NEFT,Success
WTX1000146,1124201015,CUST74059,12/9/2025 10:26,Transfer,6293.82,WBR020,West,RTGS,Failed
WTX1000147,4095543048,CUST95175,2/19/2025 11:23,Withdrawal,19039.74,WBR003,West,UPI,Failed
WTX1000148,9803081454,CUST67734,2/5/2025 9:51,Deposit,1561.69,WBR009,West,RTGS,Success
WTX1000149,7413156467,CUST86279,2/19/2025 6:40,Deposit,7755.76,WBR010,West,IMPS,Success
WTX1000150,7225749614,CUST39310,8/26/2025 3:53,Deposit,4066.48,WBR017,West,RTGS,Failed
WTX1000151,1494025365,CUST19573,4/29/2025 9:20,Transfer,14806.56,WBR003,West,IMPS,Failed
WTX1000152,4267634546,CUST48481,11/27/2025 0:49,Transfer,1539.58,WBR018,West,NEFT,Success
WTX1000153,4476187333,CUST83457,3/12/2025 14:35,Withdrawal,10779.39,WBR015,West,RTGS,Success
WTX1000154,5452952616,CUST24229,2/5/2025 16:06,Withdrawal,5187.48,WBR007,West,UPI,Success
WTX1000155,5835976758,CUST32793,9/13/2025 6:48,Withdrawal,148.59,WBR002,West,UPI,Success
WTX1000156,4774002103,CUST90405,4/9/2025 2:39,Deposit,8825.56,WBR003,West,RTGS,Success
WTX1000157,8576009846,CUST97025,7/27/2025 7:54,Deposit,15034.64,WBR009,West,NEFT,Failed
WTX1000158,8443805570,CUST54859,11/24/2025 16:09,Deposit,3884.12,WBR018,West,ATM,Failed
WTX1000159,3885207610,CUST81333,8/24/2025 3:09,Transfer,6197.25,WBR021,West,NEFT,Success
WTX1000160,2328875480,CUST57738,3/11/2025 6:11,Transfer,2417.4,WBR005,West,RTGS,Success
WTX1000161,1932094466,CUST12831,2/23/2025 10:07,Deposit,7215.96,WBR009,West,RTGS,Failed
WTX1000162,3398053876,CUST20006,11/16/2025 15:04,Withdrawal,8815.17,WBR019,West,RTGS,Failed
WTX1000163,1464144691,CUST40533,8/20/2025 6:09,Transfer,6948.16,WBR005,West,IMPS,Failed
WTX1000164,8148440297,CUST22632,3/8/2025 12:00,Transfer,12989.13,WBR015,West,ATM,Failed
WTX1000165,8960160773,CUST61650,11/17/2025 5:45,Deposit,1404.53,WBR010,West,UPI,Failed
WTX1000166,8263252610,CUST93014,10/1/2025 9:17,Transfer,12847.5,WBR024,West,RTGS,Failed
WTX1000167,5312739926,CUST40903,5/5/2025 9:24,Deposit,19702.08,WBR016,West,UPI,Success
WTX1000168,7728268415,CUST42584,1/3/2025 5:47,Deposit,12567.8,WBR008,West,UPI,Failed
WTX1000169,3014375745,CUST95083,8/24/2025 19:00,Transfer,8062.9,WBR018,West,ATM,Failed
WTX1000170,4174017608,CUST90168,2/5/2025 0:23,Deposit,13011.38,WBR022,West,Branch,Failed
WTX1000171,9911096680,CUST72826,2/13/2025 4:17,Withdrawal,15873.77,WBR015,West,UPI,Success
WTX1000172,2775748498,CUST67638,10/6/2025 8:12,Withdrawal,2779.01,WBR004,West,IMPS,Success
WTX1000173,4025064677,CUST28622,6/11/2025 18:34,Deposit,8595.2,WBR017,West,RTGS,Success
WTX1000174,8215735522,CUST65272,12/4/2025 13:00,Transfer,5860.46,WBR010,West,ATM,Failed
WTX1000175,5221339852,CUST80556,1/28/2025 14:30,Transfer,10897.28,WBR022,West,UPI,Failed
WTX1000176,6740460159,CUST92868,8/28/2025 9:51,Deposit,13506.51,WBR001,West,UPI,Success
WTX1000177,4693101945,CUST86098,6/5/2025 10:25,Deposit,1834.01,WBR021,West,RTGS,Failed
WTX1000178,9380693433,CUST55133,5/7/2025 5:16,Withdrawal,5559.47,WBR005,West,NEFT,Failed
WTX1000179,4195528781,CUST13968,8/15/2025 2:16,Transfer,5059.57,WBR005,West,ATM,Failed
WTX1000180,6433987917,CUST36897,7/9/2025 8:50,Transfer,11896.7,WBR022,West,IMPS,Success
WTX1000181,6971779495,CUST78037,9/14/2025 15:33,Transfer,8493.04,WBR008,West,RTGS,Success
WTX1000182,8708713620,CUST97920,7/3/2025 18:00,Transfer,13488.85,WBR010,West,UPI,Success
WTX1000183,1589268238,CUST84660,12/21/2025 1:15,Transfer,11431.39,WBR017,West,IMPS,Failed
WTX1000184,5929609730,CUST95764,12/27/2025 16:47,Transfer,4306.01,WBR019,West,IMPS,Success
WTX1000185,4889241839,CUST30018,2/11/2025 18:26,Transfer,5288.53,WBR013,West,ATM,Success
WTX1000186,2474966626,CUST99274,1/29/2025 15:55,Transfer,18114.34,WBR015,West,RTGS,Success
WTX1000187,1672355714,CUST57967,6/7/2025 13:16,Transfer,134,WBR002,West,IMPS,Success
WTX1000188,4088561977,CUST79410,9/23/2025 20:06,Deposit,15362.42,WBR020,West,Branch,Failed
WTX1000189,7197799649,CUST36766,3/19/2025 11:08,Withdrawal,12611.23,WBR013,West,Branch,Success
WTX1000190,6851816491,CUST85124,9/17/2025 2:09,Deposit,7794.18,WBR004,West,RTGS,Failed
WTX1000191,5897290582,CUST10243,3/2/2025 5:07,Withdrawal,11752.7,WBR015,West,UPI,Success
WTX1000192,8647850263,CUST48311,2/2/2025 7:59,Transfer,1636.09,WBR013,West,Branch,Success
WTX1000193,9341110242,CUST32531,12/11/2025 5:21,Transfer,13217.02,WBR017,West,NEFT,Success
WTX1000194,4123244463,CUST83438,7/17/2025 23:02,Withdrawal,8213.36,WBR020,West,RTGS,Success
WTX1000195,9201089570,CUST11560,7/29/2025 10:22,Deposit,7451.39,WBR010,West,IMPS,Failed
WTX1000196,6718561264,CUST55333,11/23/2025 17:54,Deposit,8758.41,WBR002,West,Branch,Failed
WTX1000197,8572455625,CUST29222,2/17/2025 14:28,Deposit,4794.84,WBR008,West,NEFT,Failed
WTX1000198,7762097131,CUST37921,7/2/2025 9:46,Withdrawal,11336.94,WBR013,West,NEFT,Failed
WTX1000199,1895608658,CUST33560,5/16/2025 22:12,Transfer,17411.16,WBR004,West,Branch,Failed
WTX1000200,6435057666,CUST74888,8/7/2025 16:13,Transfer,2008.4,WBR005,West,RTGS,Success
WTX1000201,4620246002,CUST65338,10/5/2025 20:10,Transfer,126.59,WBR018,West,RTGS,Success
WTX1000202,5664464217,CUST79853,6/21/2025 4:49,Deposit,3442.42,WBR004,West,ATM,Success
WTX1000203,2234045749,CUST67824,5/23/2025 2:20,Deposit,1393.69,WBR023,West,Branch,Success
WTX1000204,1963165909,CUST43726,4/23/2025 0:29,Deposit,6553.57,WBR019,West,RTGS,Success
WTX1000205,1245706712,CUST99352,1/31/2025 1:12,Transfer,10746.09,WBR008,West,UPI,Failed
WTX1000206,8464006386,CUST27851,1/30/2025 6:20,Transfer,9809.01,WBR022,West,NEFT,Failed
WTX1000207,6792321506,CUST85997,5/15/2025 22:47,Deposit,18659.47,WBR007,West,ATM,Failed
WTX1000208,9542379497,CUST68928,11/3/2025 16:57,Deposit,12990.38,WBR010,West,NEFT,Failed
WTX1000209,9133495983,CUST89680,2/18/2025 18:19,Deposit,11107.73,WBR015,West,NEFT,Failed
WTX1000210,1904089400,CUST83956,3/21/2025 16:45,Transfer,17943.06,WBR009,West,Branch,Success
WTX1000211,9227407906,CUST63253,10/12/2025 14:29,Transfer,3260.48,WBR019,West,IMPS,Success
WTX1000212,4022504851,CUST70401,1/20/2025 22:07,Withdrawal,7537.31,WBR019,West,NEFT,Success
WTX1000213,2510850708,CUST81711,10/14/2025 21:49,Deposit,17278.78,WBR012,West,UPI,Failed
WTX1000214,2871146064,CUST84290,3/17/2025 9:56,Transfer,4347.57,WBR005,West,IMPS,Success
WTX1000215,5825619023,CUST97893,2/1/2025 1:07,Transfer,15775.4,WBR009,West,Branch,Success
WTX1000216,5306026236,CUST49403,1/31/2025 15:58,Withdrawal,7132.96,WBR020,West,UPI,Failed
WTX1000217,7105168923,CUST24384,6/6/2025 1:51,Deposit,3288.24,WBR008,West,IMPS,Failed
WTX1000218,3580848790,CUST59271,10/24/2025 13:11,Withdrawal,9239.11,WBR025,West,ATM,Failed
WTX1000219,2288162755,CUST36987,8/10/2025 12:53,Transfer,3294.17,WBR007,West,UPI,Success
WTX1000220,8266209854,CUST11166,3/15/2025 17:16,Deposit,2965.28,WBR017,West,Branch,Failed
WTX1000221,8419583707,CUST31450,6/18/2025 17:46,Transfer,1343.56,WBR014,West,RTGS,Success
WTX1000222,6153692123,CUST35536,11/23/2025 18:42,Transfer,-7740.59,WBR018,West,IMPS,Success
WTX1000223,8835638748,CUST24925,10/16/2025 10:05,Transfer,1638.21,WBR003,West,Branch,Failed
WTX1000224,9741184292,CUST42079,10/9/2025 5:59,Transfer,4092.35,WBR021,West,NEFT,Success
WTX1000225,4011164800,CUST56712,10/31/2025 20:10,Withdrawal,6474.48,WBR017,West,IMPS,Success
WTX1000226,5477811548,CUST58192,6/5/2025 9:20,Deposit,17040.1,WBR024,West,NEFT,Success
WTX1000227,3650654066,CUST31616,6/18/2025 15:42,Withdrawal,18544.48,WBR009,West,RTGS,Success
WTX1000228,3993480459,CUST90812,6/15/2025 22:49,Transfer,15787.27,WBR008,West,NEFT,Success
WTX1000229,5367012816,CUST15865,3/16/2025 8:09,Deposit,14456.27,WBR012,West,NEFT,Failed
WTX1000230,8279154131,CUST14248,2/17/2025 21:31,Withdrawal,17296.22,WBR012,West,Branch,Success
WTX1000231,2397200890,CUST59857,8/25/2025 3:46,Transfer,8531.47,WBR004,West,Branch,Success
WTX1000232,1146157539,CUST65468,12/29/2025 18:38,Withdrawal,503.54,WBR023,West,ATM,Success
WTX1000233,8509769923,CUST88750,12/26/2025 3:25,Transfer,3804.31,WBR014,West,ATM,Success
WTX1000234,8682725066,CUST66343,2/21/2025 20:26,Withdrawal,5201.34,WBR021,West,UPI,Success
WTX1000235,3115474195,CUST84389,6/14/2025 18:07,Transfer,4933.02,WBR019,West,ATM,Success
WTX1000236,5633571803,CUST50442,8/13/2025 8:52,Withdrawal,19806.67,WBR014,West,NEFT,Success
WTX1000237,3857898848,CUST64630,4/9/2025 9:57,Deposit,17933.61,WBR001,West,Branch,Failed
WTX1000238,1123104623,CUST61598,12/24/2025 21:29,Deposit,9441.44,WBR015,West,IMPS,Failed
WTX1000239,5618585784,CUST86803,8/25/2025 8:05,Transfer,12804.84,WBR011,West,RTGS,Failed
WTX1000240,9340403646,CUST66107,2/20/2025 21:39,Deposit,5455.22,WBR003,West,NEFT,Failed
WTX1000241,3092948759,CUST79417,1/18/2025 6:53,Withdrawal,4024.94,WBR024,West,UPI,Failed
WTX1000242,9807660007,CUST74202,7/8/2025 3:34,Transfer,6199.84,WBR025,West,UPI,Failed
WTX1000243,5931993641,CUST98486,10/17/2025 10:13,Deposit,11832.16,WBR015,West,NEFT,Success
WTX1000244,1806512225,CUST42941,12/4/2025 15:00,Deposit,1733.35,WBR005,West,RTGS,Success
WTX1000245,3737022103,CUST63416,5/3/2025 16:34,Transfer,10985.81,WBR001,West,UPI,Failed
WTX1000246,3051527531,CUST75447,7/27/2025 2:56,Withdrawal,3003.32,WBR012,West,Branch,Success
WTX1000247,2282307163,CUST52212,1/6/2025 3:45,Withdrawal,13721.66,WBR009,West,RTGS,Failed
WTX1000248,3783558578,CUST99993,3/21/2025 15:19,Withdrawal,14638.09,WBR020,West,UPI,Failed
WTX1000249,4210199540,CUST34283,1/24/2025 15:16,Deposit,3769.86,WBR010,West,ATM,Failed
WTX1000250,1073026811,CUST73153,5/24/2025 15:16,Transfer,3259.99,WBR004,West,IMPS,Failed
WTX1000251,2787539340,CUST48874,5/9/2025 20:26,Withdrawal,9738.09,WBR001,West,NEFT,Failed
WTX1000252,6911017266,CUST29737,12/21/2025 2:58,Withdrawal,3865.66,WBR002,West,IMPS,Success
WTX1000253,8734824199,CUST51424,1/19/2025 22:37,Withdrawal,4953.46,WBR010,West,RTGS,Success
WTX1000254,1967920272,CUST99169,3/18/2025 1:04,Deposit,3301.18,WBR018,West,Branch,Success
