transaction_id,account_number,customer_id,transaction_datetime,transaction_type,amount,branch_code,region,channel,status
STX1000096,1746150665,CUST47095,5/24/2025 15:34,Deposit,8163.58,SBR023,South,ATM,Failed
STX1000097,9122149218,CUST37216,11/28/2025 7:39,Deposit,17276.32,SBR025,South,UPI,Success
STX1000098,9945786790,CUST37773,11/22/2025 6:11,Deposit,8535.81,SBR023,South,ATM,Success
STX1000099,5315188904,CUST99714,5/26/2025 11:55,Deposit,18496.23,SBR008,South,Branch,Failed
STX1000100,6728670115,CUST12944,6/11/2025 12:30,Transfer,3666.07,SBR016,South,NEFT,Failed
STX1000101,4416199365,CUST18393,12/17/2025 10:14,Deposit,14586.78,SBR010,South,UPI,Failed
STX1000102,7376358021,CUST32114,9/6/2025 16:14,Deposit,18309.27,SBR004,South,NEFT,Failed
STX1000103,2897560805,CUST97574,10/25/2025 20:15,Withdrawal,18373.33,SBR011,South,ATM,Failed
STX1000104,7642591124,CUST84577,11/25/2025 18:01,Withdrawal,7415.09,SBR015,South,RTGS,Success
STX1000105,3894249298,CUST59541,2/9/2025 23:51,Withdrawal,13430.06,SBR020,South,Branch,Failed
STX1000106,9309914580,CUST15699,4/17/2025 23:13,Withdrawal,12530,SBR004,South,NEFT,Success
STX1000107,2436976763,CUST57037,12/24/2025 1:20,Deposit,18932.88,SBR007,South,NEFT,Failed
STX1000108,2015731568,CUST69024,1/4/2025 16:47,Deposit,17881.63,SBR025,South,IMPS,Success
STX1000109,5392247455,CUST90605,12/11/2025 11:55,Deposit,3051.59,SBR008,South,RTGS,Success
STX1000110,8894796784,CUST40979,9/22/2025 0:55,Deposit,10173.39,SBR017,South,IMPS,Failed
STX1000111,9827316339,CUST70553,10/20/2025 15:07,Withdrawal,16437.37,SBR014,South,RTGS,Failed
STX1000112,8648104201,CUST52015,11/2/2025 4:59,Transfer,3127.69,SBR010,South,UPI,Failed
STX1000113,9449437063,CUST60277,10/3/2025 2:06,Withdrawal,369.72,SBR016,South,IMPS,Success
STX1000114,9336983683,CUST20123,9/15/2025 13:19,Deposit,10127.69,SBR021,South,ATM,Success
STX1000115,8196686047,CUST38171,7/8/2025 0:42,Deposit,18448.41,SBR022,South,UPI,Failed
STX1000116,1709143532,CUST47777,2/7/2025 14:41,Transfer,5667.66,SBR009,South,UPI,Success
STX1000117,5751743571,CUST65320,5/19/2025 0:22,Transfer,4497.39,SBR007,South,IMPS,Success
STX1000118,7440816281,CUST61205,4/15/2025 22:51,Transfer,3435.66,SBR002,South,RTGS,Failed
STX1000119,7625254715,CUST83702,7/2/2025 17:09,Deposit,5832.81,SBR010,South,RTGS,Success
STX1000120,3756023339,CUST69203,12/8/2025 16:00,Withdrawal,4378.64,SBR013,South,ATM,Failed
STX1000121,8595450003,CUST26373,5/18/2025 7:12,Withdrawal,14033.99,SBR023,South,IMPS,Success
STX1000122,1635483556,CUST11220,4/9/2025 9:28,Withdrawal,2188.06,SBR021,South,ATM,Failed
STX1000123,4428465407,CUST77996,1/9/2025 19:49,Withdrawal,11656.55,SBR004,South,ATM,Success
STX1000124,2652810235,CUST53054,12/9/2025 4:12,Withdrawal,10345.2,SBR011,South,IMPS,Success
STX1000125,5573614910,CUST81803,11/6/2025 3:08,Withdrawal,19677.47,SBR010,South,RTGS,Failed
STX1000126,8560303113,CUST48683,2/9/2025 18:43,Transfer,10663.87,SBR020,South,UPI,Success
STX1000127,3973014998,CUST39301,12/5/2025 4:20,Withdrawal,4415.29,SBR001,South,IMPS,Success
STX1000128,3805842536,CUST97583,6/22/2025 19:13,Withdrawal,10072.07,SBR010,South,ATM,Failed
STX1000129,9804276155,CUST61431,11/9/2025 6:02,Deposit,17448.75,SBR009,South,ATM,Failed
STX1000130,3853416487,CUST87892,3/3/2025 20:56,Withdrawal,12662.83,SBR002,South,UPI,Failed
STX1000131,4174874786,CUST15759,7/11/2025 1:02,Withdrawal,2969.64,SBR022,South,UPI,Failed
STX1000132,7779657913,CUST69978,10/5/2025 13:54,Withdrawal,8830.08,SBR022,South,RTGS,Failed
STX1000133,2311035396,CUST25067,10/2/2025 2:27,Deposit,3989.79,SBR012,South,RTGS,Success
STX1000134,9224642057,CUST23775,1/7/2025 19:35,Withdrawal,13003.79,SBR004,South,NEFT,Failed
STX1000135,1174822568,,3/13/2025 18:04,Deposit,14236.02,SBR025,South,IMPS,Success
STX1000136,8818517261,CUST33327,11/18/2025 9:39,Withdrawal,11729.71,SBR003,South,RTGS,Failed
STX1000137,4730383254,CUST47885,2/12/2025 9:55,Withdrawal,3824.35,SBR025,South,Branch,Success
STX1000138,7316237541,CUST83931,8/22/2025 22:10,Withdrawal,13180.45,SBR019,South,ATM,Success
STX1000139,2127569153,CUST74340,6/24/2025 1:43,Transfer,18480.44,SBR010,South,NEFT,Failed
STX1000140,7353675770,CUST30630,12/8/2025 14:40,Withdrawal,17211.04,SBR023,South,RTGS,Failed
STX1000141,1534227686,CUST28360,1/16/2025 21:07,Transfer,14696.88,SBR001,South,ATM,Failed
STX1000142,2762575313,CUST55821,2/17/2025 21:48,Deposit,4879.55,SBR011,South,RTGS,Success
STX1000143,6859746688,CUST26331,5/26/2025 20:13,Withdrawal,13768.4,SBR016,South,ATM,Failed
STX1000144,2072981794,CUST84711,9/24/2025 19:36,Transfer,3344.42,SBR010,South,RTGS,Success
STX1000145,8020067180,CUST32002,1/21/2025 16:13,Withdrawal,7841.09,SBR006,South,RTGS,Failed
STX1000146,4499949710,CUST27991,12/13/2025 19:42,Deposit,8856.09,SBR017,South,IMPS,Failed
STX1000147,8725510027,CUST88011,11/28/2025 11:19,Deposit,4255.61,SBR022,South,IMPS,Success
STX1000148,4071379742,CUST70114,3/26/2025 19:56,Transfer,10655.18,SBR005,South,Branch,Success
STX1000149,8785422927,CUST77403,5/5/2025 9:27,Deposit,18274.65,SBR014,South,NEFT,Success
STX1000150,8733568903,CUST33256,6/2/2025 2:47,Transfer,4196.13,SBR006,South,IMPS,Success
STX1000151,7431122688,CUST91880,8/5/2025 12:39,Transfer,6646.81,SBR020,South,NEFT,Success
STX1000152,6038320758,CUST20128,7/27/2025 2:07,Transfer,19208.33,SBR023,South,IMPS,Failed
STX1000153,6124860549,CUST41842,6/21/2025 10:31,Transfer,967.65,SBR010,South,RTGS,Failed
STX1000154,6726646987,CUST63703,7/25/2025 22:59,Transfer,13000.6,SBR019,South,IMPS,Failed
STX1000155,5520393456,CUST42846,11/27/2025 19:11,Deposit,3381.68,SBR004,South,NEFT,Success
STX1000156,3251058787,CUST48453,4/18/2025 22:31,Withdrawal,9119.04,SBR025,South,RTGS,Failed
STX1000157,4766252330,CUST25694,8/29/2025 2:50,Transfer,18020.77,SBR002,South,RTGS,Success
STX1000158,7281368358,CUST59562,7/8/2025 13:41,Withdrawal,7392.15,SBR014,South,RTGS,Failed
STX1000159,2961023583,CUST85121,8/27/2025 11:52,Withdrawal,3712.26,SBR019,South,ATM,Failed
STX1000160,5286048092,CUST24196,4/11/2025 3:18,Withdrawal,11408.74,SBR007,South,UPI,Failed
STX1000161,7507745499,CUST28120,11/8/2025 8:38,Deposit,14362.32,SBR010,South,ATM,Success
STX1000162,8216602400,CUST37112,11/13/2025 15:40,Transfer,15272.56,SBR009,South,UPI,Success
STX1000163,8829257973,CUST48461,8/23/2025 2:32,Transfer,15821.57,SBR010,South,NEFT,Failed
STX1000164,5054375364,CUST62280,11/17/2025 19:45,Deposit,16456.4,SBR024,South,UPI,Failed
STX1000165,8621486740,CUST78941,2/3/2025 12:01,Deposit,13278.44,SBR009,South,UPI,Success
STX1000166,9370779560,CUST25511,5/4/2025 3:27,Transfer,14285.71,SBR020,South,NEFT,Failed
STX1000167,1669833061,CUST10729,7/9/2025 3:58,Transfer,10668.85,SBR022,South,IMPS,Success
STX1000168,7125074073,CUST61297,5/13/2025 15:34,Deposit,11786.18,SBR008,South,UPI,Failed
STX1000169,6284373357,CUST28542,9/24/2025 13:21,Withdrawal,10746.98,SBR021,South,IMPS,Success
STX1000170,8680317035,CUST65035,12/9/2025 13:24,Withdrawal,1133.67,SBR025,South,UPI,Success
STX1000171,3268947478,CUST93508,1/19/2025 5:13,Transfer,17522.89,SBR014,South,UPI,Failed
STX1000172,6908431701,CUST56753,9/26/2025 6:39,Transfer,3614.31,SBR003,South,IMPS,Failed
STX1000173,6352684303,CUST16105,2/23/2025 18:28,Transfer,9239.28,SBR007,South,UPI,Success
STX1000174,5236465685,CUST78184,8/13/2025 6:21,Deposit,12518.77,SBR006,South,Branch,Success
STX1000175,2410419094,CUST66946,12/31/2025 4:23,Transfer,4715.83,SBR020,South,UPI,Failed
STX1000176,5234160105,CUST79889,2/17/2025 17:18,Transfer,16124.02,SBR006,South,IMPS,Success
STX1000177,7260649787,CUST24412,8/29/2025 16:42,Withdrawal,14413.69,SBR010,South,NEFT,Failed
STX1000178,2858039102,CUST67993,4/18/2025 22:18,Deposit,13397.57,SBR007,South,Branch,Success
STX1000179,6865318611,CUST45656,1/19/2025 0:18,Transfer,1265.75,SBR007,South,Branch,Success
STX1000180,6494548929,CUST78391,3/26/2025 10:41,Withdrawal,2342.73,SBR025,South,Branch,Success
STX1000181,4215699436,CUST47489,5/27/2025 0:39,Deposit,3171.06,SBR009,South,NEFT,Failed
STX1000182,8051755421,CUST90963,1/12/2025 3:57,Deposit,11919,SBR006,South,RTGS,Failed
STX1000183,7453694146,CUST76901,9/2/2025 10:10,Withdrawal,19108.96,SBR001,South,UPI,Success
STX1000184,6255978330,CUST78311,9/8/2025 19:16,Deposit,16903.36,SBR021,South,RTGS,Success
STX1000185,5423462135,CUST61040,7/6/2025 6:46,Deposit,8920.62,SBR008,South,UPI,Failed
STX1000186,3915130684,CUST52381,5/9/2025 16:51,Withdrawal,4734.76,SBR015,South,UPI,Success
STX1000187,2530134178,CUST44986,10/11/2025 7:34,Transfer,10194.25,SBR024,South,Branch,Failed
STX1000188,2956596771,CUST32814,7/24/2025 20:08,Deposit,2293.24,SBR022,South,Branch,Success
STX1000189,9192594406,CUST87238,10/29/2025 2:11,Withdrawal,8304.2,SBR019,South,IMPS,Success
STX1000190,1534243112,CUST89007,5/14/2025 1:29,Deposit,2567.89,SBR004,South,RTGS,Failed
STX1000191,8141773162,CUST15332,9/6/2025 15:57,Deposit,2755.21,SBR003,South,ATM,Success
STX1000192,3109915379,CUST96820,12/31/2025 19:48,Deposit,7099.97,SBR003,South,NEFT,Success
STX1000193,5853662642,CUST31863,11/2/2025 8:58,Withdrawal,7640.46,SBR002,South,RTGS,Success
STX1000194,6548120800,CUST99617,10/28/2025 21:55,Withdrawal,19092.4,SBR024,South,NEFT,Failed
STX1000195,7039278191,CUST95792,9/1/2025 11:33,Deposit,3335.85,SBR015,South,RTGS,Failed
STX1000196,6182775258,CUST81754,5/2/2025 3:47,Transfer,15082.55,SBR022,South,ATM,Success
STX1000197,7967755353,CUST28803,1/24/2025 23:58,Withdrawal,3200.14,SBR022,South,RTGS,Success
STX1000198,3848191679,CUST70234,3/21/2025 16:18,Withdrawal,2284.37,SBR015,South,UPI,Success
STX1000199,3853495517,CUST14018,10/19/2025 0:27,Transfer,14195.79,SBR020,South,IMPS,Success
STX1000200,3436571893,CUST75652,10/13/2025 21:07,Transfer,3348.15,SBR018,South,IMPS,Success
STX1000201,4044930840,CUST49764,2/21/2025 0:36,Withdrawal,16099.73,SBR025,South,UPI,Failed
STX1000202,5495850905,CUST39945,4/16/2025 17:20,Withdrawal,17160.08,SBR024,South,RTGS,Failed
STX1000203,3732501656,CUST99315,7/25/2025 7:13,Transfer,1787.11,SBR019,South,RTGS,Success
STX1000204,2927044369,CUST86071,1/13/2025 22:39,Transfer,11872.23,SBR010,South,NEFT,Failed
STX1000205,7622274506,CUST49252,1/5/2025 4:59,Withdrawal,8423.79,SBR012,South,RTGS,Failed
STX1000206,1832351605,CUST81408,12/27/2025 15:30,Deposit,12623.24,SBR013,South,IMPS,Failed
STX1000207,1814893440,CUST48877,11/7/2025 0:18,Transfer,1698.72,SBR015,South,Branch,Success
STX1000208,4461247190,CUST63878,2/19/2025 1:59,Deposit,8065.14,SBR005,South,UPI,Success
STX1000209,3690498488,CUST33560,1/20/2025 8:45,Transfer,983.49,SBR002,South,RTGS,Success
STX1000210,3550703882,CUST43199,5/29/2025 15:49,Withdrawal,13871.28,SBR019,South,NEFT,Success
STX1000211,2891319591,CUST51033,10/3/2025 13:59,Deposit,18799.3,SBR008,South,NEFT,Failed
STX1000212,5104264170,CUST84594,9/19/2025 0:18,Deposit,15718.45,SBR015,South,ATM,Success
STX1000213,6434367011,CUST97353,10/9/2025 12:51,Withdrawal,4386.66,SBR003,South,UPI,Failed
STX1000214,3616580499,CUST42998,12/22/2025 11:49,Transfer,17284.53,SBR006,South,NEFT,Success
STX1000215,4477650414,CUST42455,3/24/2025 22:13,Withdrawal,6319.77,SBR009,South,UPI,Failed
STX1000216,5559941994,CUST27703,4/19/2025 1:57,Withdrawal,3130.04,SBR003,South,UPI,Success
STX1000217,9225761630,CUST26916,3/19/2025 23:43,Transfer,11876.47,SBR020,South,IMPS,Success
STX1000218,6638368855,CUST94368,11/5/2025 10:18,Withdrawal,10060.3,SBR015,South,Branch,Failed
STX1000219,5221415910,CUST70913,6/15/2025 18:15,Withdrawal,7038.5,SBR002,South,NEFT,Success
STX1000220,3689675393,CUST77613,3/29/2025 0:38,Deposit,4556.57,SBR018,South,IMPS,Failed
STX1000221,9963559462,CUST52204,8/21/2025 1:19,Deposit,3317.09,SBR020,South,ATM,Failed
STX1000222,6641420419,CUST16894,10/8/2025 10:50,Withdrawal,2021.38,SBR019,South,NEFT,Success
STX1000223,6185375403,CUST65260,1/9/2025 6:37,Deposit,3580.37,SBR009,South,UPI,Failed
STX1000224,7214016479,CUST65126,9/6/2025 13:52,Deposit,6915.02,SBR021,South,IMPS,Failed
STX1000225,2832673921,CUST51775,4/15/2025 19:55,Transfer,11114.63,SBR023,South,IMPS,Success
STX1000226,4702721346,CUST18424,10/2/2025 21:44,Withdrawal,10308.2,SBR011,South,UPI,Failed
STX1000227,8881333636,CUST95382,8/18/2025 22:30,Transfer,17158.13,SBR018,South,NEFT,Failed
STX1000228,8357252005,CUST20063,8/6/2025 19:37,Transfer,12160.64,SBR009,South,NEFT,Success
STX1000229,1660896761,CUST87833,4/18/2025 7:02,Transfer,2320.09,SBR004,South,NEFT,Failed
STX1000230,8433502942,CUST82391,9/24/2025 9:39,Transfer,4678.24,SBR016,South,IMPS,Success
STX1000231,8315516708,CUST81677,1/13/2025 18:33,Deposit,2483.31,SBR001,South,Branch,Failed
STX1000232,4020386725,CUST61915,11/28/2025 8:43,Transfer,15962.34,SBR014,South,ATM,Success
STX1000233,1035569766,CUST96190,3/20/2025 16:33,Withdrawal,15546.8,SBR011,South,UPI,Failed
STX1000234,2203712092,CUST13129,11/7/2025 12:36,Withdrawal,14049.44,SBR006,South,IMPS,Success
STX1000235,4480070154,CUST63756,2/13/2025 4:50,Withdrawal,5507.74,SBR008,South,NEFT,Failed
STX1000236,3172188837,,4/1/2025 19:10,Deposit,630.89,SBR004,South,IMPS,Success
STX1000237,3703954643,CUST87593,9/3/2025 3:29,Transfer,404.86,SBR001,South,RTGS,Success
STX1000238,1422838246,CUST71424,9/3/2025 1:32,Transfer,374.95,SBR011,South,UPI,Success
STX1000239,3437857273,CUST90725,10/31/2025 17:53,Transfer,8076.89,SBR020,South,ATM,Failed
STX1000240,6890706944,CUST73391,12/18/2025 16:03,Transfer,11895.95,SBR004,South,Branch,Success
STX1000241,9315996447,CUST93951,10/30/2025 5:48,Transfer,6689.45,SBR018,South,IMPS,Failed
STX1000242,2246751367,CUST25612,2/3/2025 16:57,Withdrawal,11654.82,SBR008,South,UPI,Failed
STX1000243,1422128156,CUST27563,7/3/2025 22:52,Withdrawal,10160.96,SBR008,South,ATM,Success
STX1000244,8958002462,CUST84497,4/26/2025 18:19,Transfer,4358.84,SBR008,South,IMPS,Failed
STX1000245,8630378921,CUST14613,5/2/2025 22:22,Transfer,1078.26,SBR016,South,Branch,Success
STX1000246,6683328816,CUST36230,7/8/2025 23:31,Withdrawal,2353.71,SBR014,South,Branch,Failed
STX1000247,4998100131,CUST90536,5/21/2025 14:53,Transfer,12520.74,SBR010,South,NEFT,Failed
STX1000248,3570602098,CUST54592,6/1/2025 1:41,Transfer,17450.46,SBR017,South,UPI,Failed
STX1000249,8219272188,CUST83360,5/26/2025 4:31,Transfer,7452.68,SBR007,South,RTGS,Failed
STX1000250,6508809569,CUST21613,8/15/2025 16:47,Transfer,5249.83,SBR009,South,IMPS,Failed
STX1000251,4934440140,CUST35258,10/1/2025 11:01,Withdrawal,9367.44,SBR008,South,NEFT,Failed
STX1000252,9860526885,CUST69546,5/30/2025 20:46,Transfer,17358.85,SBR025,South,ATM,Failed
STX1000253,5427478215,CUST20347,12/1/2025 0:55,Withdrawal,7150.58,SBR019,South,UPI,Failed
STX1000254,4566286816,CUST48073,3/2/2025 14:11,Deposit,9630.15,SBR001,South,Branch,Success
STX1000255,2017364204,CUST67835,12/27/2025 23:37,Withdrawal,8737.96,SBR021,South,Branch,Success
STX1000256,9887770314,CUST21176,3/21/2025 1:40,Deposit,7561.53,SBR024,South,IMPS,Failed
STX1000257,8120225378,CUST10462,4/10/2025 2:33,Deposit,7905.24,SBR006,South,UPI,Success
STX1000258,9767777659,CUST84295,3/28/2025 3:43,Withdrawal,15759.78,SBR020,South,Branch,Success
